Month,Date,Time,System_V,Current_R_A,Current_Y_A,Current_B_A,pf,Notes,Temperature_C,Humidity_%,Precipitation_mm,Wind_Speed_mps,Solar_Radiation_Wm2
,11/22/2023,9:00 PM,434,174,247,225,0.99,,20.3,69,0,7.8,0
,11/22/2023,10:00 PM,435,292,159,186,0.98,,19.9,70,0,7.6,0
,11/22/2023,11:00 PM,434,215,150,158,0.99,,18.9,74,0,7.9,0
,11/22/2023,12:00 AM,432,207,183,174,0.99,,20.6,90,0,6.5,0
,11/22/2023,1:00 AM,437,155,301,220,0.99,,19.1,94,0,7.9,0
,11/22/2023,2:00 AM,433,150,155,156,0.99,,18.8,92,0,7.1,0
,11/22/2023,3:00 AM,427,154,183,152,0.98,,18.3,92,0,7.7,0
,11/22/2023,4:00 AM,428,176,150,158,0.98,,18.2,91,0,7.3,0
,11/22/2023,5:00 AM,435,189,214,150,0.98,,18,90,0,7.3,0
,11/22/2023,6:00 AM,428,211,150,300,0.99,,17.8,89,0,7.2,0
,11/22/2023,7:00 AM,429,247,310,307,0.99,,19.6,84,0,6.8,21
,11/22/2023,8:00 AM,427,382,317,286,0.98,,21.9,79,0,7.8,159
,11/23/2023,9:00 AM,431,188,345,358,0.99,,22.9,70,0,6.6,347
,11/23/2023,10:00 AM,427,342,366,268,0.99,,24.8,62,0,8.9,511
,11/23/2023,11:00 AM,433,316,296,321,0.98,,26.1,57,0,9.7,625
,11/23/2023,12:00 PM,432,376,418,361,0.99,,26.9,54,0,8.6,677
,11/23/2023,1:00 PM,429,297,322,438,0.99,,27.2,53,0,7.7,659
,11/23/2023,2:00 PM,432,241,370,267,0.98,,27.3,53,0,6.9,573
,11/23/2023,3:00 PM,426,296,397,357,0.98,,27.2,53,0,6.1,430
,11/23/2023,4:00 PM,428,362,377,340,0.98,,26.4,61,0,4.5,249
,11/23/2023,5:00 PM,429,450,243,345,0.99,,23.6,75,0,7.1,75
,11/23/2023,6:00 PM,430,407,252,175,0.98,,22.9,74,0,5.6,0
,11/23/2023,7:00 PM,435,313,218,317,0.98,,20.8,83,0,8.7,0
,11/23/2023,8:00 PM,434,275,263,235,0.99,,20.2,83,0,8.8,0
,11/23/2023,9:00 PM,430,150,155,156,0.99,,19.6,84,0,8.4,0
,11/23/2023,10:00 PM,434,229,230,299,0.99,,19.2,86,0,6.7,0
,11/23/2023,11:00 PM,433,191,162,175,0.99,,18.5,88,0,7.8,0
,11/23/2023,12:00 AM,426,193,150,153,0.99,,18.1,77,0,7.9,0
,11/23/2023,1:00 AM,425,222,301,190,0.99,,17.7,79,0,6.9,0
,11/23/2023,2:00 AM,431,207,193,150,0.98,,17.2,81,0,6.9,0
,11/23/2023,3:00 AM,435,158,151,150,0.99,,16.8,83,0,7.1,0
,11/23/2023,4:00 AM,426,229,150,154,0.98,,16.3,85,0,7.9,0
,11/23/2023,5:00 AM,434,284,165,169,0.99,,16.3,86,0,7,0
,11/23/2023,6:00 AM,433,205,233,335,0.98,,16.1,86,0,7.2,0
,11/23/2023,7:00 AM,428,292,382,255,0.98,,17.8,82,0,8.1,20
,11/23/2023,8:00 AM,432,241,303,188,0.98,,20.3,78,0,7.6,161
,11/24/2023,9:00 AM,429,396,208,277,0.98,,23.4,77,0,4,339
,11/24/2023,10:00 AM,432,328,222,394,0.98,,25.1,70,0,3.9,500
,11/24/2023,11:00 AM,437,414,352,388,0.98,,26.4,62,0,3,616
,11/24/2023,12:00 PM,425,357,240,342,0.98,,26.9,56,0,3.3,617
,11/24/2023,1:00 PM,434,372,394,371,0.99,,27.2,53,0,3.5,618
,11/24/2023,2:00 PM,435,450,291,316,0.98,,27.3,51,0,2.7,549
,11/24/2023,3:00 PM,429,340,371,310,0.99,,27.2,51,0,1.5,414
,11/24/2023,4:00 PM,433,304,270,336,0.99,,26.8,54,0,1.5,244
,11/24/2023,5:00 PM,428,306,229,364,0.99,,23.6,70,0,7.2,74
,11/24/2023,6:00 PM,431,343,306,397,0.98,,22.3,72,0,7.2,1
,11/24/2023,7:00 PM,430,334,376,329,0.98,,24.6,59,0,3.4,0
,11/24/2023,8:00 PM,425,372,153,184,0.98,,23.9,61,0,4.5,0
,11/24/2023,9:00 PM,431,214,191,151,0.98,,21.8,69,0,6,0
,11/24/2023,10:00 PM,434,215,253,150,0.99,,22.7,64,0,4.3,0
,11/24/2023,11:00 PM,428,221,184,159,0.99,,21.5,70,0,4.3,0
,11/24/2023,12:00 AM,433,336,216,213,0.99,,17.8,90,0,8.3,0
,11/24/2023,1:00 AM,434,165,189,220,0.99,,17.3,91,0,7.4,0
,11/24/2023,2:00 AM,425,190,183,218,0.99,,16.8,93,0,6.7,0
,11/24/2023,3:00 AM,431,186,194,228,0.99,,16.5,94,0,6.6,0
,11/24/2023,4:00 AM,433,196,150,153,0.98,,16.4,94,0,7.4,0
,11/24/2023,5:00 AM,425,150,163,156,0.99,,16.6,93,0,6.6,0
,11/24/2023,6:00 AM,427,164,150,239,0.98,,16.2,94,0,7.6,0
,11/24/2023,7:00 AM,428,278,187,268,0.98,,18.5,90,0,2.6,19
,11/24/2023,8:00 AM,430,236,255,366,0.98,,21,84,0,3.1,155
,11/25/2023,9:00 AM,436,242,353,363,0.99,,23.8,73,0,5,335
,11/25/2023,10:00 AM,426,331,450,315,0.98,,25.6,66,0,6.3,497
,11/25/2023,11:00 AM,430,363,326,350,0.98,,26.7,56,0,6.3,612
,11/25/2023,12:00 PM,426,450,336,444,0.99,,27.2,53,0,7.3,634
,11/25/2023,1:00 PM,433,331,311,332,0.98,,27.5,52,0,7.8,637
,11/25/2023,2:00 PM,427,450,401,442,0.99,,27.5,51,0,8.1,551
,11/25/2023,3:00 PM,428,250,313,348,0.99,,27.2,51,0,8.7,419
,11/25/2023,4:00 PM,430,450,304,369,0.98,,26.3,58,0,7,243
,11/25/2023,5:00 PM,432,314,305,283,0.99,,23.3,70,0,8.2,73
,11/25/2023,6:00 PM,434,238,294,328,0.99,,21.7,73,0,10.2,1
,11/25/2023,7:00 PM,437,314,253,244,0.98,,21,75,0,9.5,0
,11/25/2023,8:00 PM,428,275,289,313,0.99,,20.6,74,0,7.6,0
,11/25/2023,9:00 PM,435,187,333,188,0.99,,20,75,0,8.1,0
,11/25/2023,10:00 PM,430,208,253,150,0.98,,19.3,77,0,9.1,0
,11/25/2023,11:00 PM,433,192,175,150,0.98,,18.6,80,0,9,0
,11/25/2023,12:00 AM,434,150,156,179,0.99,,21.5,70,0,5,0
,11/25/2023,1:00 AM,430,186,150,159,0.98,,21.2,72,0,4.7,0
,11/25/2023,2:00 AM,425,203,150,222,0.99,,20.4,75,0,6.2,0
,11/25/2023,3:00 AM,427,177,150,157,0.99,,18,86,0,7.7,0
,11/25/2023,4:00 AM,426,166,153,150,0.98,,17,91,0,7.7,0
,11/25/2023,5:00 AM,431,191,184,150,0.98,,16.5,92,0,9.4,0
,11/25/2023,6:00 AM,432,150,215,285,0.99,,17.1,89,0,7.8,0
,11/25/2023,7:00 AM,436,269,186,294,0.98,,18.5,87,0,4,18
,11/25/2023,8:00 AM,430,256,228,420,0.98,,21.1,80,0,5.4,153
,11/26/2023,9:00 AM,437,318,244,272,0.98,,22.8,71,0,5.8,341
,11/26/2023,10:00 AM,429,298,352,337,0.99,,25.1,64,0,7.6,506
,11/26/2023,11:00 AM,437,304,404,418,0.99,,26.6,56,0,8.7,623
,11/26/2023,12:00 PM,425,450,301,228,0.99,,27.4,53,0,8.6,675
,11/26/2023,1:00 PM,433,383,328,361,0.98,,27.9,52,0,8.2,658
,11/26/2023,2:00 PM,428,351,357,268,0.99,,28.2,52,0,8,574
,11/26/2023,3:00 PM,425,450,336,276,0.99,,28,54,0,7.2,432
,11/26/2023,4:00 PM,428,330,362,269,0.99,,27.1,64,0,4.3,251
,11/26/2023,5:00 PM,437,290,248,289,0.98,,26.2,64,0,5.6,74
,11/26/2023,6:00 PM,435,266,221,303,0.98,,25.4,67,0,4,0
,11/26/2023,7:00 PM,436,315,241,249,0.99,,21.4,84,0,8.2,0
,11/26/2023,8:00 PM,426,278,282,259,0.98,,23,77,0,4.9,0
,11/26/2023,9:00 PM,434,272,183,271,0.99,,22.7,77,0,2.2,0
,11/26/2023,10:00 PM,425,158,283,229,0.98,,22.2,79,0,3.5,0
,11/26/2023,11:00 PM,427,161,163,150,0.98,,20.1,86,0,3.8,0
,11/26/2023,12:00 AM,435,233,150,183,0.98,,17.8,82,0,9,0
,11/26/2023,1:00 AM,429,150,155,292,0.98,,17.3,84,0,8.7,0
,11/26/2023,2:00 AM,427,192,275,163,0.99,,17,85,0,7.6,0
,11/26/2023,3:00 AM,430,150,183,156,0.98,,16.5,86,0,7.2,0
,11/26/2023,4:00 AM,431,167,150,154,0.99,,16.3,86,0,7,0
,11/26/2023,5:00 AM,427,201,151,167,0.98,,16,86,0,7.3,0
,11/26/2023,6:00 AM,430,279,204,172,0.99,,15.7,87,0,8,0
,11/26/2023,7:00 AM,425,195,326,235,0.98,,17.1,84,0,6.3,18
,11/26/2023,8:00 AM,431,317,359,245,0.98,,19.9,76,0,6.6,155
,11/27/2023,9:00 AM,430,359,301,431,0.98,,24,76,0,7.4,328
,11/27/2023,10:00 AM,437,261,224,308,0.99,,26.1,67,0,8.4,489
,11/27/2023,11:00 AM,429,295,399,376,0.98,,27.6,61,0,7.4,589
,11/27/2023,12:00 PM,427,392,236,409,0.99,,28.6,57,0,5.1,638
,11/27/2023,1:00 PM,425,350,221,275,0.98,,29.2,54,0,2.8,605
,11/27/2023,2:00 PM,426,450,406,434,0.98,,29.5,51,0,1.8,518
,11/27/2023,3:00 PM,433,406,238,317,0.98,,29.4,50,0,2.6,383
,11/27/2023,4:00 PM,429,447,305,361,0.99,,28.4,62,0,2.8,227
,11/27/2023,5:00 PM,428,279,450,308,0.99,,25.4,72,0,7.1,67
,11/27/2023,6:00 PM,430,240,264,287,0.99,,23.3,75,0,9.1,0
,11/27/2023,7:00 PM,434,252,366,338,0.99,,23.7,74,0,7.2,0
,11/27/2023,8:00 PM,431,281,339,347,0.99,,22.7,80,0,8,0
,11/27/2023,9:00 PM,427,229,278,345,0.98,,23.8,73,0,5.6,0
,11/27/2023,10:00 PM,434,150,209,214,0.99,,24.1,70,0,5,0
,11/27/2023,11:00 PM,428,207,264,150,0.98,,21.5,83,0,8.1,0
,11/27/2023,12:00 AM,435,160,204,295,0.99,,18.3,92,0,6,0
,11/27/2023,1:00 AM,427,150,158,178,0.98,,17.6,94,0,7.3,0
,11/27/2023,2:00 AM,436,159,171,197,0.99,,17.1,95,0,8.4,0
,11/27/2023,3:00 AM,431,191,172,150,0.98,,16.8,96,0,9,0
,11/27/2023,4:00 AM,433,255,150,154,0.98,,16.6,96,0,8.7,0
,11/27/2023,5:00 AM,435,150,184,156,0.98,,16.4,96,0,9.3,0
,11/27/2023,6:00 AM,431,151,353,186,0.99,,16.5,95,0,8.7,0
,11/27/2023,7:00 AM,434,187,217,190,0.98,,19,91,0,6.1,16
,11/27/2023,8:00 AM,429,201,261,392,0.99,,21.5,84,0,7.4,147
,11/28/2023,9:00 AM,428,259,271,425,0.98,,24.9,72,0,3.8,322
,11/28/2023,10:00 AM,430,342,394,294,0.98,,26.6,64,0,3.6,482
,11/28/2023,11:00 AM,432,411,314,280,0.99,,27.7,60,0,4,594
,11/28/2023,12:00 PM,425,329,419,397,0.98,,28.4,56,0,3.2,646
,11/28/2023,1:00 PM,437,450,393,258,0.98,,28.9,54,0,3.6,632
,11/28/2023,2:00 PM,436,364,450,267,0.98,,29.1,53,0,3.1,551
,11/28/2023,3:00 PM,435,299,408,335,0.99,,29,52,0,1.8,413
,11/28/2023,4:00 PM,426,347,450,356,0.98,,28.4,59,0,2.2,239
,11/28/2023,5:00 PM,436,276,433,242,0.99,,25.5,74,0,6.7,70
,11/28/2023,6:00 PM,437,245,302,369,0.98,,23.9,75,0,7.6,0
,11/28/2023,7:00 PM,434,274,373,228,0.98,,25.6,64,0,2.9,0
,11/28/2023,8:00 PM,428,228,249,233,0.98,,24.9,67,0,0.5,0
,11/28/2023,9:00 PM,430,241,214,245,0.99,,24.2,70,0,3,0
,11/28/2023,10:00 PM,425,191,217,195,0.98,,23.6,73,0,3.1,0
,11/28/2023,11:00 PM,435,150,155,198,0.98,,23.7,72,0,2.3,0
,11/28/2023,12:00 AM,433,212,156,192,0.98,,20.6,87,0,7.9,0
,11/28/2023,1:00 AM,426,224,179,197,0.98,,22.4,78,0,4.3,0
,11/28/2023,2:00 AM,428,150,178,207,0.98,,21.9,81,0,1.8,0
,11/28/2023,3:00 AM,431,151,190,172,0.99,,20.1,89,0,4.1,0
,11/28/2023,4:00 AM,435,150,155,185,0.99,,19.7,91,0,5.2,0
,11/28/2023,5:00 AM,433,249,152,176,0.98,,19.1,92,0,6,0
,11/28/2023,6:00 AM,429,368,214,297,0.99,,18.5,93,0,7.4,0
,11/28/2023,7:00 AM,434,270,306,159,0.98,,20.1,90,0,5.5,15
,11/28/2023,8:00 AM,428,228,179,240,0.98,,22.3,81,0,5.4,137
,11/29/2023,9:00 AM,431,296,365,241,0.98,,24.6,76,0,3.6,315
,11/29/2023,10:00 AM,433,312,310,270,0.99,,26.5,68,0,4.4,474
,11/29/2023,11:00 AM,429,279,441,375,0.98,,27.5,63,0,3.2,510
,11/29/2023,12:00 PM,425,328,341,433,0.98,,28.2,58,0,2.3,539
,11/29/2023,1:00 PM,437,376,271,407,0.98,,28.5,56,0,2.1,526
,11/29/2023,2:00 PM,425,323,366,353,0.99,,28.5,56,0,3.8,424
,11/29/2023,3:00 PM,435,277,341,305,0.98,,28.3,56,0,4.6,319
,11/29/2023,4:00 PM,430,358,364,307,0.98,,27.9,61,0,3.6,190
,11/29/2023,5:00 PM,428,209,244,253,0.99,,27.5,62,0,3.2,62
,11/29/2023,6:00 PM,434,425,313,267,0.99,,24.7,75,0,5.2,0
,11/29/2023,7:00 PM,430,242,300,291,0.98,,23.8,78,0,5.8,0
,11/29/2023,8:00 PM,429,300,226,237,0.99,,23.8,77,0,1.5,0
,11/29/2023,9:00 PM,435,282,210,150,0.98,,23.3,79,0,0.7,0
,11/29/2023,10:00 PM,431,150,189,284,0.99,,22.2,84,0,2.9,0
,11/29/2023,11:00 PM,428,194,197,169,0.99,,20.3,91,0,5.2,0
,11/29/2023,12:00 AM,425,203,150,239,0.98,,23,75,0,1.8,0
,11/29/2023,1:00 AM,434,150,188,156,0.99,,22.3,78,0,2.6,0
,11/29/2023,2:00 AM,430,153,255,152,0.99,,20.2,86,0,5.1,0
,11/29/2023,3:00 AM,432,170,202,150,0.98,,19,91,0,8.1,0
,11/29/2023,4:00 AM,435,211,150,282,0.98,,18.6,91,0,8.6,0
,11/29/2023,5:00 AM,431,245,250,150,0.99,,18.4,92,0,6.5,0
,11/29/2023,6:00 AM,429,235,201,185,0.98,,18.1,94,0,7.7,0
,11/29/2023,7:00 AM,435,200,340,226,0.99,,19.7,93,0,4.6,14
,11/29/2023,8:00 AM,437,247,303,309,0.98,,22,86,0,3.4,138
,11/30/2023,9:00 AM,431,342,408,271,0.99,,23.6,77,0,7.4,316
,11/30/2023,10:00 AM,430,326,276,304,0.99,,25.6,69,0,9.7,478
,11/30/2023,11:00 AM,431,337,277,400,0.99,,26.9,62,0,10.2,593
,11/30/2023,12:00 PM,432,450,308,278,0.98,,27.8,57,0,9.3,646
,11/30/2023,1:00 PM,425,378,373,319,0.98,,28.3,54,0,7.8,631
,11/30/2023,2:00 PM,428,386,246,324,0.98,,28.6,52,0,6.6,551
,11/30/2023,3:00 PM,434,322,378,420,0.99,,28.5,52,0,5.7,413
,11/30/2023,4:00 PM,426,351,405,375,0.99,,27.7,61,0,3.7,236
,11/30/2023,5:00 PM,425,362,270,363,0.99,,24.5,75,0,8.4,69
,11/30/2023,6:00 PM,433,290,383,329,0.99,,22.9,80,0,8.4,0
,11/30/2023,7:00 PM,427,303,408,193,0.99,,22,80,0,8.4,0
,11/30/2023,8:00 PM,434,366,309,263,0.99,,21.3,82,0,8.5,0
,11/30/2023,9:00 PM,429,300,150,197,0.99,,20.2,85,0,9.7,0
,11/30/2023,10:00 PM,435,209,159,196,0.98,,19.8,86,0,9,0
,11/30/2023,11:00 PM,429,166,164,150,0.99,,19.8,83,0,7.4,0
,11/30/2023,12:00 AM,433,264,230,225,0.99,,20.2,90,0,5.1,0
,11/30/2023,1:00 AM,425,184,175,231,0.99,,19.6,91,0,6.6,0
,11/30/2023,2:00 AM,430,281,219,185,0.99,,19.3,92,0,5.9,0
,11/30/2023,3:00 AM,431,161,150,158,0.98,,19,91,0,6.2,0
,11/30/2023,4:00 AM,432,150,153,156,0.99,,18.5,91,0,6.9,0
,11/30/2023,5:00 AM,427,210,221,153,0.98,,18.3,91,0,6.6,0
,11/30/2023,6:00 AM,426,150,184,206,0.99,,18,92,0,6.7,0
,11/30/2023,7:00 AM,437,170,307,215,0.98,,19.1,90,0,5.8,14
,11/30/2023,8:00 AM,438,260,320,302,0.98,,21.3,84,0,7,137
December,12/1/2023,9:00 AM,437,251,309,377,0.99,,22.9,78,0,6.6,313
,12/1/2023,10:00 AM,436,341,213,219,0.99,,25.1,69,0,6.7,473
,12/1/2023,11:00 AM,438,160,260,227,0.99,,26.8,61,0,7.5,587
,12/1/2023,12:00 PM,433,249,165,374,0.99,,27.8,56,0,7.2,640
,12/1/2023,1:00 PM,440,253,217,407,0.97,,28.4,53,0,6.1,625
,12/1/2023,2:00 PM,432,239,211,402,0.99,,28.6,52,0,5.2,545
,12/1/2023,3:00 PM,431,261,165,228,0.99,,28.5,51,0,4.8,410
,12/1/2023,4:00 PM,428,234,222,265,0.99,,27.7,60,0,3.3,238
,12/1/2023,5:00 PM,425,180,272,285,0.99,,24.5,74,0,7.7,70
,12/1/2023,6:00 PM,438,446,256,363,0.99,,22.9,77,0,7.6,0
,12/1/2023,7:00 PM,435,271,165,155,0.99,,21.9,79,0,8.9,0
,12/1/2023,8:00 PM,434,216,167,175,0.99,,21.8,75,0,7.4,0
,12/1/2023,9:00 PM,437,257,222,326,0.99,,20.7,79,0,7.8,0
,12/1/2023,10:00 PM,441,160,239,298,0.99,,21.3,72,0,9.2,0
,12/1/2023,11:00 PM,425,250,165,226,0.99,,21.2,72,0,8.7,0
,12/1/2023,12:00 AM,434,160,176,156,0.99,,19.3,84,0,7,0
,12/1/2023,1:00 AM,442,212,188,150,0.99,,18.7,86,0,7.2,0
,12/1/2023,2:00 AM,441,231,165,234,0.99,,18.4,87,0,7.4,0
,12/1/2023,3:00 AM,428,160,240,150,0.99,,18.2,88,0,6.6,0
,12/1/2023,4:00 AM,433,163,165,201,0.97,,17.8,90,0,6.3,0
,12/1/2023,5:00 AM,423,193,166,150,0.99,,17.6,92,0,6.3,0
,12/1/2023,6:00 AM,432,160,165,298,0.99,,17.2,93,0,6.8,0
,12/1/2023,7:00 AM,431,162,285,278,0.99,,18.1,91,0,4.5,13
,12/1/2023,8:00 AM,435,168,165,201,0.99,,20.4,85,0,5.4,136
,12/2/2023,9:00 AM,434,285,256,170,0.99,,22.9,73,0,7.9,303
,12/2/2023,10:00 AM,438,172,198,319,0.99,,24.9,66,0,10.5,451
,12/2/2023,11:00 AM,441,160,305,429,0.99,,26.5,60,0,9.8,577
,12/2/2023,12:00 PM,432,334,393,327,0.97,,27.4,56,0,7.2,623
,12/2/2023,1:00 PM,433,347,301,189,0.99,,28,54,0,5.5,606
,12/2/2023,2:00 PM,431,236,322,165,0.99,,28.3,53,0,2.9,535
,12/2/2023,3:00 PM,441,450,233,244,0.99,,28.2,53,0,3.6,405
,12/2/2023,4:00 PM,436,323,165,158,0.99,,27.5,59,0,4.1,235
,12/2/2023,5:00 PM,437,357,276,325,0.98,,24.4,74,0,7.6,69
,12/2/2023,6:00 PM,430,160,165,174,0.99,,22.9,77,0,8,0
,12/2/2023,7:00 PM,428,236,341,180,0.99,,22.5,78,0,6.9,0
,12/2/2023,8:00 PM,436,160,414,247,0.99,,21.8,78,0,7.4,0
,12/2/2023,9:00 PM,437,242,257,300,0.99,,21.3,77,0,7.1,0
,12/2/2023,10:00 PM,442,174,165,162,0.99,,21,77,0,8.1,0
,12/2/2023,11:00 PM,430,204,167,220,0.99,,21,75,0,9.9,0
,12/2/2023,12:00 AM,437,161,165,150,0.99,,20.2,75,0,7.4,0
,12/2/2023,1:00 AM,430,160,220,172,0.99,,19.5,79,0,6.8,0
,12/2/2023,2:00 AM,432,178,165,272,0.99,,19.2,83,0,6.3,0
,12/2/2023,3:00 AM,430,160,200,302,0.99,,18.4,88,0,8.2,0
,12/2/2023,4:00 AM,427,161,165,180,0.99,,18.2,89,0,6.6,0
,12/2/2023,5:00 AM,440,244,183,179,0.99,,18.5,89,0,7.4,0
,12/2/2023,6:00 AM,431,184,165,207,0.99,,18.5,88,0,8.2,0
,12/2/2023,7:00 AM,426,230,167,208,0.97,,19.2,87,0,10,13
,12/2/2023,8:00 AM,430,176,322,211,0.99,,21,81,0,8.3,126
,12/3/2023,9:00 AM,431,279,262,210,0.99,,23,78,0,8,299
,12/3/2023,10:00 AM,441,327,260,294,0.99,,25.1,72,0,9.4,459
,12/3/2023,11:00 AM,431,328,196,251,0.97,,26.7,65,0,10.5,566
,12/3/2023,12:00 PM,434,200,230,272,0.99,,27.8,59,0,9.1,583
,12/3/2023,1:00 PM,427,235,273,304,0.99,,28.6,56,0,8.6,608
,12/3/2023,2:00 PM,431,412,165,277,0.99,,28.9,55,0,7.2,537
,12/3/2023,3:00 PM,432,241,240,404,0.99,,28.8,54,0,4.7,390
,12/3/2023,4:00 PM,420,181,239,164,0.99,,28.1,62,0,3.9,224
,12/3/2023,5:00 PM,441,365,248,224,0.99,,25.4,73,0,6.6,69
,12/3/2023,6:00 PM,440,239,165,272,0.99,,23,81,0,8,1
,12/3/2023,7:00 PM,434,243,286,246,0.99,,22.3,79,0,7.4,0
,12/3/2023,8:00 PM,442,160,403,150,0.99,,21.5,80,0,8.2,0
,12/3/2023,9:00 PM,436,229,197,252,0.99,,21,82,0,6.8,0
,12/3/2023,10:00 PM,432,233,192,150,0.99,,20.8,82,0,7.6,0
,12/3/2023,11:00 PM,436,212,165,233,0.99,,20.3,83,0,7.7,0
,12/3/2023,12:00 AM,438,214,168,174,0.99,,20.7,72,0,9,0
,12/3/2023,1:00 AM,439,160,165,185,0.99,,19.8,73,0,7.4,0
,12/3/2023,2:00 AM,440,168,218,150,0.99,,18.8,78,0,8.3,0
,12/3/2023,3:00 AM,433,160,315,247,0.99,,18.1,82,0,9.4,0
,12/3/2023,4:00 AM,430,162,255,226,0.99,,17.9,83,0,7.6,0
,12/3/2023,5:00 AM,442,198,171,172,0.99,,18.2,83,0,7.4,0
,12/3/2023,6:00 AM,428,172,269,183,0.99,,17.9,86,0,7,0
,12/3/2023,7:00 AM,427,208,283,219,0.99,,18.6,89,0,4.5,11
,12/3/2023,8:00 AM,436,187,165,283,0.99,,20.6,84,0,7.6,116
,12/4/2023,9:00 AM,424,234,178,324,0.99,,22.5,77,0,7.8,245
,12/4/2023,10:00 AM,427,229,372,150,0.99,,24.1,73,0,7.5,305
,12/4/2023,11:00 AM,437,304,325,347,0.99,,25,70,0,7.4,267
,12/4/2023,12:00 PM,432,160,263,195,0.99,,25.7,68,0,6.6,274
,12/4/2023,1:00 PM,426,309,245,282,0.99,,26.1,67,0,4.6,264
,12/4/2023,2:00 PM,431,186,371,206,0.99,,26.8,65,0,5.9,344
,12/4/2023,3:00 PM,429,243,193,214,0.99,,26.3,67,0,3.6,135
,12/4/2023,4:00 PM,439,160,165,288,0.99,,26.1,72,0,3.2,107
,12/4/2023,5:00 PM,430,300,168,401,0.99,,24,79,0,5.9,45
,12/4/2023,6:00 PM,440,201,165,340,0.99,,23.2,80,0,6.2,0
,12/4/2023,7:00 PM,436,260,167,172,0.99,,23.2,81,0,6.2,0
,12/4/2023,8:00 PM,434,387,235,240,0.99,,22.7,82,0,6.2,0
,12/4/2023,9:00 PM,433,160,165,277,0.99,,22,84,0,7.1,0
,12/4/2023,10:00 PM,428,266,190,150,0.99,,21.4,86,0,7.6,0
,12/4/2023,11:00 PM,435,288,178,254,0.99,,21.7,84,0,6.4,0
,12/4/2023,12:00 AM,433,242,215,271,0.99,,19.5,84,0,6.8,0
,12/4/2023,1:00 AM,435,160,169,184,0.99,,18.7,86,0,7.6,0
,12/4/2023,2:00 AM,431,175,193,298,0.99,,18.8,84,0,6.9,0
,12/4/2023,3:00 AM,433,208,314,183,0.99,,18.6,85,0,7.6,0
,12/4/2023,4:00 AM,440,160,174,150,0.99,,18.4,86,0,7.3,0
,12/4/2023,5:00 AM,436,163,202,151,0.99,,17.9,88,0,6.9,0
,12/4/2023,6:00 AM,438,179,361,176,0.99,,18.1,86,0,7.6,0
,12/4/2023,7:00 AM,432,160,191,150,0.99,,18.9,87,0,7.6,11
,12/4/2023,8:00 AM,435,163,192,204,0.99,,20.6,82,0,6.9,122
,12/5/2023,9:00 AM,434,244,307,318,0.99,,22.1,87,0.5,3.7,49
,12/5/2023,10:00 AM,432,166,445,236,0.99,,22.8,89,0.1,5,115
,12/5/2023,11:00 AM,442,242,304,284,0.99,,23.2,84,0,4.8,88
,12/5/2023,12:00 PM,430,268,378,150,0.99,,23.3,79,0.2,5.6,117
,12/5/2023,1:00 PM,431,160,208,176,0.99,,23,79,0,8.9,99
,12/5/2023,2:00 PM,435,333,341,310,0.99,,22.8,79,0,5.6,75
,12/5/2023,3:00 PM,434,194,422,367,0.99,,22.9,77,0,3.1,68
,12/5/2023,4:00 PM,428,173,276,324,0.99,,22.7,80,0,4.2,43
,12/5/2023,5:00 PM,425,260,210,163,0.99,,21.9,81,0.3,3.1,13
,12/5/2023,6:00 PM,438,249,376,230,0.99,,21.5,85,0,3.8,0
,12/5/2023,7:00 PM,436,377,333,232,0.99,,21.5,80,0,6.3,0
,12/5/2023,8:00 PM,431,160,165,240,0.99,,21.4,82,0,6.8,0
,12/5/2023,9:00 PM,428,300,166,257,0.99,,21.4,84,0,7.6,0
,12/5/2023,10:00 PM,427,264,327,150,0.99,,21.4,84,0,7.2,0
,12/5/2023,11:00 PM,437,160,352,153,0.99,,21.4,85,0,6.9,0
,12/5/2023,12:00 AM,436,217,218,154,0.99,,21.5,84,0,5.2,0
,12/5/2023,1:00 AM,432,160,179,192,0.97,,22,79,0,6.6,0
,12/5/2023,2:00 AM,436,162,165,150,0.99,,21.7,82,0,6.4,0
,12/5/2023,3:00 AM,437,160,168,212,0.99,,22,77,0,7.8,0
,12/5/2023,4:00 AM,438,339,321,150,0.99,,21.6,78,0,5.5,0
,12/5/2023,5:00 AM,436,160,183,225,0.99,,21.7,77,0,6.9,0
,12/5/2023,6:00 AM,435,247,165,170,0.99,,22.2,74,0,6.6,0
,12/5/2023,7:00 AM,437,380,214,220,0.99,,21.5,84,0,3.7,3
,12/5/2023,8:00 AM,430,160,318,232,0.99,,22,83,0.1,5.9,24
,12/6/2023,9:00 AM,439,222,237,184,0.99,,22.7,86,0,9.5,93
,12/6/2023,10:00 AM,433,218,334,335,0.99,,23.2,84,0,9.2,129
,12/6/2023,11:00 AM,436,409,198,164,0.99,,23.8,82,0,5.4,160
,12/6/2023,12:00 PM,435,327,188,150,0.99,,23.3,85,0.2,6.4,83
,12/6/2023,1:00 PM,436,174,450,270,0.98,,24.8,77,0,6.9,272
,12/6/2023,2:00 PM,431,278,211,360,0.99,,25.3,71,0,9,264
,12/6/2023,3:00 PM,433,225,227,230,0.99,,25.8,65,0,8.2,262
,12/6/2023,4:00 PM,435,347,165,378,0.99,,25.5,68,0,6.3,143
,12/6/2023,5:00 PM,439,216,325,150,0.99,,23.7,76,0,5.7,59
,12/6/2023,6:00 PM,429,160,209,365,0.99,,23,76,0,6.5,0
